Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Performance Analysis of Dynamic Priority Shifting,Computer Performance Engineering,,,,10.1007/978-3-540-87412-6_14,Philipp ReineckeKatinka WolterJohannes Zapotoczky,2008,https://link.springer.com/chapter/10.1007/978-3-540-87412-6_14,Conference paper
The New Informatics Technologies in Education Debate,The Open Knowlege Society. A Computer Science and Information Systems Manifesto,,,,10.1007/978-3-540-87783-7_37,Prudenciano Moreno-MorenoCornelio Yáñez-Márquez,2008,https://link.springer.com/chapter/10.1007/978-3-540-87783-7_37,Conference paper
Ranking Automata and Games for Prioritized Requirements,Computer Aided Verification,,,,10.1007/978-3-540-70545-1_23,Rajeev AlurAditya KanadeGera Weiss,2008,https://link.springer.com/chapter/10.1007/978-3-540-70545-1_23,Conference paper
A Draughts Learning System Based on Neural Networks and Temporal Differences: The Impact of an Efficient Tree-Search Algorithm,Advances in Artificial Intelligence - SBIA 2008,,,,10.1007/978-3-540-88190-2_13,Gutierrez Soares CaixetaRita Maria da Silva Julia,2008,https://link.springer.com/chapter/10.1007/978-3-540-88190-2_13,Conference paper
Upgrading PPP security by Quantum Key Distribution,"Network Control and Engineering for QoS, Security and Mobility, IV",,,,10.1007/978-0-387-49690-0_4,Solange Ghernaouti-HélieMohamed Ali Sfaxi,2007,https://link.springer.com/chapter/10.1007/978-0-387-49690-0_4,Conference paper
Comparing Classroom Problem-Solving with No Feedback to Web-Based Homework Assistance,Intelligent Tutoring Systems,,,,10.1007/978-3-540-69132-7_46,Leena RazzaqMichael MendicinoNeil T. Heffernan,2008,https://link.springer.com/chapter/10.1007/978-3-540-69132-7_46,Conference paper
Secure Identification and QKD in the Bounded-Quantum-Storage Model,Advances in Cryptology - CRYPTO 2007,,,,10.1007/978-3-540-74143-5_19,Ivan B. DamgårdSerge FehrLouis SalvailChristian Schaffner,2007,https://link.springer.com/chapter/10.1007/978-3-540-74143-5_19,Conference paper
QBETS: Queue Bounds Estimation from Time Series,Job Scheduling Strategies for Parallel Processing,,,,10.1007/978-3-540-78699-3_5,Daniel NurmiJohn BrevikRich Wolski,2008,https://link.springer.com/chapter/10.1007/978-3-540-78699-3_5,Conference paper
Representation = Grounded Information,PRICAI 2008: Trends in Artificial Intelligence,,,,10.1007/978-3-540-89197-0_44,Mary-Anne Williams,2008,https://link.springer.com/chapter/10.1007/978-3-540-89197-0_44,Conference paper
Searching the World’s Herbaria: A System for Visual Identification of Plant Species,Computer Vision – ECCV 2008,,,,10.1007/978-3-540-88693-8_9,Peter N. BelhumeurDaozheng ChenSteven FeinerDavid W. JacobsW. John KressHaibin LingIda LopezRavi RamamoorthiSameer SheoreySean WhiteLing Zhang,2008,https://link.springer.com/chapter/10.1007/978-3-540-88693-8_9,Conference paper
Weighted Ontology for Semantic Search,On the Move to Meaningful Internet Systems: OTM 2008,,,,10.1007/978-3-540-88873-4_26,Anna FormicaMichele MissikoffElaheh PourabbasFrancesco Taglino,2008,https://link.springer.com/chapter/10.1007/978-3-540-88873-4_26,Conference paper
A Hybrid Monte Carlo Method for Simulation of Quantum Transport,Numerical Methods and Applications,,,,10.1007/978-3-540-70942-8_18,Todor GurovEmanouil AtanassovSofiya Ivanovska,2007,https://link.springer.com/chapter/10.1007/978-3-540-70942-8_18,Conference paper
On the Convergence Properties of Quantum-Inspired Multi-Objective Evolutionary Algorithms,Advanced Intelligent Computing Theories and Applications. With Aspects of Contemporary Intelligent Computing Techniques,,,,10.1007/978-3-540-74282-1_28,Zhiyong LiZhe LiGünter Rudolph,2007,https://link.springer.com/chapter/10.1007/978-3-540-74282-1_28,Conference paper
A Hybrid Approach for Data Preprocessing in the QSAR Problem,Knowledge-Based Intelligent Information and Engineering Systems,,,,10.1007/978-3-540-85563-7_72,Adina CocuLuminita DumitriuMarian CraciunCristina Segal,2008,https://link.springer.com/chapter/10.1007/978-3-540-85563-7_72,Conference paper
Which Technology Do We Want? Ethical Considerations about Technical Aids and Assisting Technology,Computers Helping People with Special Needs,,,,10.1007/978-3-540-70540-6_198,Anne VenterGerlinde RenzelbergJürgen HomannLars Bruhn,2008,https://link.springer.com/chapter/10.1007/978-3-540-70540-6_198,Conference paper
"Keynote Paper: Are State-Mediated Forms of Identification a Reaction to Physical Mobility? The case of England, 1500-2007",Policies and Research in Identity Management,,,,10.1007/978-0-387-77996-6_9,Edward Higgs,2008,https://link.springer.com/chapter/10.1007/978-0-387-77996-6_9,Conference paper
The Study of Customer Segmentation Examined by Catastrophe Model,Towards Sustainable Society on Ubiquitous Networks,,,,10.1007/978-0-387-85691-9_4,Yu-Kai Huang,2008,https://link.springer.com/chapter/10.1007/978-0-387-85691-9_4,Conference paper
Hierarchical Modeling for Computational Biology,Formal Methods for Computational Systems Biology,,,,10.1007/978-3-540-68894-5_4,Carsten MausMathias JohnMathias RöhlAdelinde M. Uhrmacher,2008,https://link.springer.com/chapter/10.1007/978-3-540-68894-5_4,Conference paper
Neural Networks and Quantum Neurology: Speculative Heuristic Towards the Architecture of Psychism,Bio-inspired Modeling of Cognitive Tasks,,,,10.1007/978-3-540-73053-8_1,Javier Monserrat,2007,https://link.springer.com/chapter/10.1007/978-3-540-73053-8_1,Conference paper
On Scalable Synchronization for Distributed Embedded Real-Time Systems,Software Technologies for Embedded and Ubiquitous Systems,,,,10.1007/978-3-540-87785-1_35,Sherif F. FahmyBinoy RavindranE. Douglas Jensen,2008,https://link.springer.com/chapter/10.1007/978-3-540-87785-1_35,Conference paper
"Load Shedding in MavStream: Analysis, Implementation, and Evaluation","Sharing Data, Information and Knowledge",,,,10.1007/978-3-540-70504-8_10,Balakumar KendaiSharma Chakravarthy,2008,https://link.springer.com/chapter/10.1007/978-3-540-70504-8_10,Conference paper
Context as a Non-ontological Determinant of Semantics,Semantic Multimedia,,,,10.1007/978-3-540-92235-3_11,Simone SantiniAlexandra Dumitrescu,2008,https://link.springer.com/chapter/10.1007/978-3-540-92235-3_11,Conference paper
Configurable Passband Imaging Spectrometer Based on Acousto-optic Tunable Filter,Advanced Concepts for Intelligent Vision Systems,,,,10.1007/978-3-540-88458-3_19,Joan Vila-FrancésLuis Gómez-ChovaJulia Amorós-LópezJavier Calpe-Maravilla,2008,https://link.springer.com/chapter/10.1007/978-3-540-88458-3_19,Conference paper
Deadline Probing: Towards Timely Cognitive Wireless Network,Network and Parallel Computing,,,,10.1007/978-3-540-88140-7_4,Panlong YangGuihai ChenQihui Wu,2008,https://link.springer.com/chapter/10.1007/978-3-540-88140-7_4,Conference paper
Protection and Recovery of Railroad Event Recorder Data,Advances in Digital Forensics IV,,,,10.1007/978-0-387-84927-0_20,Mark HartongRajni GoelDuminda Wijesekera,2008,https://link.springer.com/chapter/10.1007/978-0-387-84927-0_20,Conference paper
A Multi-tiered Memetic Multiobjective Evolutionary Algorithm for the Design of Quantum Cascade Lasers,Evolutionary Multi-Criterion Optimization,,,,10.1007/978-3-540-70928-2_17,Mark P. KleemanGary B. LamontAdam CooneyThomas R. Nelson,2007,https://link.springer.com/chapter/10.1007/978-3-540-70928-2_17,Conference paper
How We Think of Computing Today,Logic and Theory of Algorithms,,,,10.1007/978-3-540-69407-6_61,Jiří WiedermannJan van Leeuwen,2008,https://link.springer.com/chapter/10.1007/978-3-540-69407-6_61,Conference paper
Nonadiabatic Ab Initio Surface-Hopping Dynamics Calculation in a Grid Environment – First Experiences,Computational Science and Its Applications – ICCSA 2007,,,,10.1007/978-3-540-74472-6_22,Matthias RuckenbauerIvona BrandicSiegfried BenknerWilfried GanstererOsvaldo GervasiMario BarbattiHans Lischka,2007,https://link.springer.com/chapter/10.1007/978-3-540-74472-6_22,Conference paper
A Continuation-Based Framework for Economy-Driven Grid Service Provision,Grid Economics and Business Models,,,,10.1007/978-3-540-74430-6_9,Maurizio GiordanoClaudia Di Napoli,2007,https://link.springer.com/chapter/10.1007/978-3-540-74430-6_9,Conference paper
Sustainable Creation of Conversational Content Using Conversation Quantization,Databases in Networked Information Systems,,,,10.1007/978-3-540-75512-8_18,Hidekazu Kubota,2007,https://link.springer.com/chapter/10.1007/978-3-540-75512-8_18,Conference paper
Scientific Software Frameworks and Grid Computing,Grid-Based Problem Solving Environments,,,,10.1007/978-0-387-73659-4_24,Bill AppelbeLouis MoresiSteve QuenettePatrick Simter,2007,https://link.springer.com/chapter/10.1007/978-0-387-73659-4_24,Conference paper
An Application-Level Service Control Mechanism for QoS-Based Grid Scheduling,"On the Move to Meaningful Internet Systems 2007: CoopIS, DOA, ODBASE, GADA, and IS",,,,10.1007/978-3-540-76843-2_25,Claudia Di NapoliMaurizio Giordano,2007,https://link.springer.com/chapter/10.1007/978-3-540-76843-2_25,Conference paper
QLP-LBS: Quantization and Location Prediction-Based LBS for Reduction of Location Update Costs,Frontiers of High Performance Computing and Networking ISPA 2007 Workshops,,,,10.1007/978-3-540-74767-3_8,In Kee KimSung Ho JangJong Sik Lee,2007,https://link.springer.com/chapter/10.1007/978-3-540-74767-3_8,Conference paper
Service-Oriented Operating System: A Key Element in Improving Service Availability,Service Availability,,,,10.1007/978-3-540-72736-1_4,Nikola MilanovicMiroslaw Malek,2007,https://link.springer.com/chapter/10.1007/978-3-540-72736-1_4,Conference paper
Unreduced Dynamic Complexity: Towards the Unified Science of Intelligent Communication Networks and Software,"Network Control and Engineering for QoS, Security and Mobility, IV",,,,10.1007/978-0-387-49690-0_1,Andrei P. Kirilyuk,2007,https://link.springer.com/chapter/10.1007/978-0-387-49690-0_1,Conference paper
Proactive Agriculture: An Integrated Framework for Developing Distributed Hybrid Systems,Ubiquitous Intelligence and Computing,,,,10.1007/978-3-540-73549-6_22,Christos GoumopoulosAchilles KameasBrendan O’Flynn,2007,https://link.springer.com/chapter/10.1007/978-3-540-73549-6_22,Conference paper
Real-Time Embedded Software Design for Mobile and Ubiquitous Systems,Embedded and Ubiquitous Computing,,,,10.1007/978-3-540-77092-3_62,Pao-Ann HsiungShang-Wei LinChin-Chieh HungJih-Ming FuChao-Sheng LinCheng-Chi ChiangKuo-Cheng ChiangChun-Hsien LuPin-Hsien Lu,2007,https://link.springer.com/chapter/10.1007/978-3-540-77092-3_62,Conference paper
Multithreading Optimization Techniques for Sensor Network Operating Systems,Wireless Sensor Networks,,,,10.1007/978-3-540-69830-2_19,Hyoseung KimHojung Cha,2007,https://link.springer.com/chapter/10.1007/978-3-540-69830-2_19,Conference paper
Social Intelligence Design and Human Computing,Artifical Intelligence for Human Computing,,,,10.1007/978-3-540-72348-6_10,Toyoaki Nishida,2007,https://link.springer.com/chapter/10.1007/978-3-540-72348-6_10,Conference paper
Interactive Resource-Intensive Applications Made Easy,Middleware 2007,,,,10.1007/978-3-540-76778-7_8,H. Andrés Lagar-CavillaNiraj ToliaEyal de LaraM. SatyanarayananDavid O’Hallaron,2007,https://link.springer.com/chapter/10.1007/978-3-540-76778-7_8,Conference paper
Semantic Computing with Conversations and Stories,New Frontiers in Artificial Intelligence,,,,10.1007/978-3-540-71009-7_15,Toyoaki Nishida,2007,https://link.springer.com/chapter/10.1007/978-3-540-71009-7_15,Conference paper
Opening Schrödingers Library: Semi-automatic QA Reduces Uncertainty in Object Transformation,Research and Advanced Technology for Digital Libraries,,,,10.1007/978-3-540-74851-9_16,Lars R. Clausen,2007,https://link.springer.com/chapter/10.1007/978-3-540-74851-9_16,Conference paper
"What Is Commitment? Physical, Organizational, and Social (Revised)","Coordination, Organizations, Institutions, and Norms in Agent Systems II",,,,10.1007/978-3-540-74459-7_19,Carl Hewitt,2007,https://link.springer.com/chapter/10.1007/978-3-540-74459-7_19,Conference paper
Managing Resources in Constrained Environments with Autonomous Agents,Engineering Societies in the Agents World VII,,,,10.1007/978-3-540-75524-1_18,C. MuldoonG. M. P. O’HareM. J. O’Grady,2007,https://link.springer.com/chapter/10.1007/978-3-540-75524-1_18,Conference paper
Towards a Grid Information Knowledge Base,Euro-Par 2006 Workshops: Parallel Processing,,,,10.1007/978-3-540-72337-0_17,Wei XingMarios D. DikaiakosRizos Sakellariou,2007,https://link.springer.com/chapter/10.1007/978-3-540-72337-0_17,Conference paper
Spatial Semantics in Difference Spaces,Spatial Information Theory,,,,10.1007/978-3-540-74788-8_7,Vlad Tanasescu,2007,https://link.springer.com/chapter/10.1007/978-3-540-74788-8_7,Conference paper
Towards a Computing Model for Open Distributed Systems,Parallel Computing Technologies,,,,10.1007/978-3-540-73940-1_7,Achour Mostefaoui,2007,https://link.springer.com/chapter/10.1007/978-3-540-73940-1_7,Conference paper
A semantic Grid Infrastructure Enabling Integrated Access and Knowledge Discovery from Multilevel Data in Ppost-Genomic Clinical Trials,ICCS 2007,,,,10.1007/978-1-84628-992-7_6,Manolis TsiknakisStelios SfakianakisGeorge PotamiasGiorgos ZacharioudakisDimitris Kafetzopoulos,2007,https://link.springer.com/chapter/10.1007/978-1-84628-992-7_6,Conference paper
Multi-task Implementation for Image Reconstruction of an AER Communication,Computational and Ambient Intelligence,,,,10.1007/978-3-540-73007-1_86,C. Luján-MartinezA. Linares-BarrancoA. Jiménez-FernandezG. Jiménez-MorenoA. Civit-Balcells,2007,https://link.springer.com/chapter/10.1007/978-3-540-73007-1_86,Conference paper
Roadmapping Future E-Government Research,Integration and Innovation Orient to E-Society Volume 2,,,,10.1007/978-0-387-75494-9_57,Melanie Bicking,2007,https://link.springer.com/chapter/10.1007/978-0-387-75494-9_57,Conference paper
A Multi-core Security Architecture Based on EFI,"On the Move to Meaningful Internet Systems 2007: CoopIS, DOA, ODBASE, GADA, and IS",,,,10.1007/978-3-540-76843-2_39,Xizhe ZhangYong XieXuejia LaiShensheng ZhangZijian Deng,2007,https://link.springer.com/chapter/10.1007/978-3-540-76843-2_39,Conference paper
Middleware for Dynamic Adaptation of Component Applications,Grid-Based Problem Solving Environments,,,,10.1007/978-0-387-73659-4_8,Boyana NorrisSanjukta BhowmickDinesh KaushikLois Curfman Mclnnes,2007,https://link.springer.com/chapter/10.1007/978-0-387-73659-4_8,Conference paper
Conversational Informatics Where Web Intelligence Meets Brain Informatics,Web Intelligence Meets Brain Informatics,,,,10.1007/978-3-540-77028-2_5,Toyoaki Nishida,2007,https://link.springer.com/chapter/10.1007/978-3-540-77028-2_5,Conference paper
Virtual Disk Monitor Based on Multi-core EFI,Advanced Parallel Processing Technologies,,,,10.1007/978-3-540-76837-1_10,Xizhe ZhangShensheng ZhangZijian Deng,2007,https://link.springer.com/chapter/10.1007/978-3-540-76837-1_10,Conference paper
OpusIB – Grid Enabled Opteron Cluster with InfiniBand Interconnect,Applied Parallel Computing. State of the Art in Scientific Computing,,,,10.1007/978-3-540-75755-9_101,Olaf SchneiderFrank SchmitzIvan KondovThomas Brandel,2007,https://link.springer.com/chapter/10.1007/978-3-540-75755-9_101,Conference paper
Code Regulation in Open Ended Evolution,Genetic Programming,,,,10.1007/978-3-540-71605-1_25,Lidia Yamamoto,2007,https://link.springer.com/chapter/10.1007/978-3-540-71605-1_25,Conference paper
The Object-Oriented Protocol for Data Exchange and Control in Computational-Diverse Embedded Systems,Embedded Software and Systems,,,,10.1007/978-3-540-72685-2_5,Bogusław Cyganek,2007,https://link.springer.com/chapter/10.1007/978-3-540-72685-2_5,Conference paper
R &amp; Ds for 21st Century Photonic Network in Japan,Optical Network Design and Modeling,,,,10.1007/978-3-540-72731-6_18,Ken-ichi Kitayama,2007,https://link.springer.com/chapter/10.1007/978-3-540-72731-6_18,Conference paper
Utilizing Reconfigurable Hardware to Optimize Workflows in Networked Nodes,"Embedded System Design: Topics, Techniques and Trends",,,,10.1007/978-0-387-72258-0_32,Dominik MurrFelix MühlbauerFalko DresslerChristophe Bobda,2007,https://link.springer.com/chapter/10.1007/978-0-387-72258-0_32,Conference paper
A Metadata Model for the Discovery and Exploitation of Scientific Studies,Knowledge and Data Management in GRIDs,,,,10.1007/978-0-387-37831-2_9,Shoaib SufiBrian Matthews,2007,https://link.springer.com/chapter/10.1007/978-0-387-37831-2_9,Conference paper
